1.000000,226
0.500000,136
0.333333,106
0.250000,98
0.200000,66
0.166667,59
0.142857,56
0.125000,54
0.111111,40
0.100000,39
0.090909,36
0.083333,34
0.076923,28
0.071429,27
0.066667,26
0.062500,25
0.058824,25
0.055556,24
0.052632,24
0.050000,22
0.047619,19
0.045455,19
0.043478,18
0.041667,18
0.040000,18
0.038462,17
0.037037,16
0.035714,16
0.034483,15
0.033333,15
0.032258,15
0.031250,15
0.030303,15
0.029412,15
0.028571,14
0.027778,14
0.027027,14
0.026316,13
0.025641,13
0.025000,13
0.024390,13
0.023810,13
0.023256,12
0.022727,11
0.022222,11
0.021739,11
0.021277,11
0.020833,11
0.020408,10
0.020000,10
0.019608,10
0.019231,10
0.018868,10
0.018519,10
0.018182,10
0.017857,10
0.017544,10
0.017241,9
0.016949,9
0.016667,9
0.016393,9
0.016129,9
0.015873,9
0.015625,8
0.015385,8
0.015152,8
0.014925,8
0.014706,8
0.014493,8
0.014286,8
0.014085,7
0.013889,7
0.013699,7
0.013514,7
0.013333,7
0.013158,7
0.012987,7
0.012821,7
0.012658,7
0.012500,7
0.012346,7
0.012195,7
0.012048,6
0.011905,6
0.011765,6
0.011628,6
0.011494,6
0.011364,6
0.011236,6
0.011111,6
0.010989,6
0.010870,6
0.010753,6
0.010638,6
0.010526,6
0.010417,6
0.010309,6
0.010204,6
0.010101,5
0.010000,5
0.009901,5
0.009804,5
0.009709,5
0.009615,5
0.009524,5
0.009434,5
0.009346,5
0.009259,5
0.009174,5
0.009091,5
0.009009,5
0.008929,5
0.008850,5
0.008772,5
0.008696,5
0.008621,5
0.008547,5
0.008475,4
0.008403,4
0.008333,4
0.008264,4
0.008197,4
0.008130,4
0.008065,4
0.008000,4
0.007937,4
0.007874,4
0.007813,4
0.007752,4
0.007692,4
0.007634,4
0.007576,4
0.007519,4
0.007463,4
0.007407,4
0.007353,4
0.007299,4
0.007246,4
0.007194,4
0.007143,4
0.007092,4
0.007042,4
0.006993,4
0.006944,4
0.006897,4
0.006849,4
0.006803,4
0.006757,4
0.006711,4
0.006667,3
0.006623,3
0.006579,3
0.006536,3
0.006494,3
0.006452,3
0.006410,3
0.006369,3
0.006329,3
0.006289,3
0.006250,3
0.006211,3
0.006173,3
0.006135,3
0.006098,3
0.006061,3
0.006024,3
0.005988,3
0.005952,3
0.005917,3
0.005882,3
0.005848,3
0.005814,3
0.005780,3
0.005747,3
0.005714,3
0.005682,3
0.005650,3
0.005618,3
0.005587,3
0.005556,3
0.005525,3
0.005495,3
0.005464,3
0.005435,3
0.005405,3
0.005376,3
0.005348,3
0.005319,3
0.005291,3
0.005263,3
0.005236,3
0.005208,3
0.005181,3
0.005155,3
0.005128,3
0.005102,3
0.005076,3
0.005051,3
0.005025,3
0.005000,3
0.004975,3
0.004950,3
0.004926,3
0.004902,3
0.004878,3
0.004854,3
0.004831,3
0.004808,3
0.004785,3
0.004762,3
0.004739,3
0.004717,3
0.004695,3
0.004673,3
0.004651,3
0.004630,3
0.004608,3
0.004587,3
0.004566,3
0.004545,3
0.004525,3
0.004505,3
0.004484,3
0.004464,3
0.004444,3
0.004425,3
0.004405,3
0.004386,3
0.004367,3
0.004348,3
0.004329,3
0.004310,3
0.004292,2
0.004274,2
0.004255,2
0.004237,2
0.004219,2
0.004202,2
0.004184,2
0.004167,2
0.004149,2
0.004132,2
0.004115,2
0.004098,2
0.004082,2
0.004065,2
0.004049,2
0.004032,2
0.004016,2
0.004000,2
0.003984,2
0.003968,2
0.003953,2
0.003937,2
0.003922,2
0.003906,2
0.003891,2
0.003876,2
0.003861,2
0.003846,2
0.003831,2
0.003817,2
0.003802,2
0.003788,2
0.003774,2
0.003759,2
0.003745,2
0.003731,2
0.003717,2
0.003704,2
0.003690,2
0.003676,2
0.003663,2
0.003650,2
0.003636,2
0.003623,2
0.003610,2
0.003597,2
0.003584,2
0.003571,2
0.003559,2
0.003546,2
0.003534,2
0.003521,2
0.003509,2
0.003497,2
0.003484,2
0.003472,2
0.003460,2
0.003448,2
0.003436,2
0.003425,2
0.003413,2
0.003401,2
0.003390,2
0.003378,2
0.003367,2
0.003356,2
0.003344,2
